Identifiant,Âge,Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Années d'expérience,Possession de biens,Région,Type de contrat,Langue maternelle,Revenu annuel (DH),Âge doublé,Revenu approximatif,Code aléatoire
23746,40,Femme,fondamental,marié,Urbain,Groupe 1,2,Terrain,Souss-Massa,sans contrat,arab,31508.0,80,46000.0,Y456
21142,29,Homme,sans niveau,marié,Urbain,Groupe 5,16,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,15051.0,58,24000.0,Y456
8618,56,Femme,fondamental,marié,Urbain,Groupe 4,41,Terrain,Fès-Meknès,CDD,arab,22827.0,112,37000.0,W000
20664,32,Homme,supérieur,marié,Urbain,Groupe 1,8,Voiture,Laâyoune-Sakia El Hamra,CDD,amazigh,59949.0,64,93000.0,W000
10836,63,Homme,sans niveau,célibataire,Rural,Groupe 4,41,Logement,Drâa-Tafilalet,CDD,arab,18005.0,126,29000.0,Y456
27059,60,Femme,fondamental,marié,Rural,Groupe 4,2,Aucun,Casablanca-Settat,CDD,arab,6193.0,120,10000.0,X123
17600,67,Femme,fondamental,marié,Urbain,Groupe 2,9,Aucun,Souss-Massa,CDD,arab,24343.0,134,40000.0,X123
29963,51,Femme,fondamental,marié,Urbain,Groupe 4,44,Voiture,Béni Mellal-Khénifra,CDD,arab,25393.0,102,41000.0,Z789
9619,57,Femme,secondaire,célibataire,Rural,Groupe 6,12,Logement,Marrakech-Safi,CDD,arab,7153.0,114,12000.0,Y456
35091,66,Femme,sans niveau,marié,Rural,Groupe 1,6,Voiture,Souss-Massa,CDI,amazigh,20639.0,132,34000.0,Y456
14325,57,Homme,fondamental,marié,Urbain,Groupe 1,7,Logement,Fès-Meknès,sans contrat,arab,43205.0,114,65000.0,Y456
17723,26,Homme,secondaire,marié,Rural,Groupe 6,18,Terrain,Guelmim-Oued Noun,CDI,arab,7299.0,52,12000.0,Z789
15383,65,Femme,sans niveau,marié,Rural,Groupe 6,46,Terrain,Rabat-Salé-Kénitra,CDD,arab,11175.0,130,18000.0,Z789
10090,62,Femme,secondaire,marié,Urbain,Groupe 5,38,Logement,Fès-Meknès,CDD,arab,22824.0,124,37000.0,Z789
13811,29,Homme,fondamental,marié,Rural,Groupe 4,11,Aucun,Guelmim-Oued Noun,CDD,amazigh,7726.0,58,13000.0,W000
13041,23,Femme,sans niveau,célibataire,Urbain,Groupe 2,17,Voiture,Rabat-Salé-Kénitra,CDI,arab,34956.0,46,52000.0,Y456
16766,55,Femme,sans niveau,célibataire,Urbain,Groupe 6,35,Terrain,Guelmim-Oued Noun,CDI,arab,14088.0,110,23000.0,X123
28159,22,Femme,sans niveau,marié,Rural,Groupe 6,41,Terrain,Béni Mellal-Khénifra,sans contrat,arab,9951.0,44,16000.0,W000
34559,52,Femme,sans niveau,marié,Urbain,Groupe 4,21,Terrain,Béni Mellal-Khénifra,sans contrat,arab,18642.0,104,30000.0,Z789
3127,20,Homme,fondamental,marié,Urbain,Groupe 1,6,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,36013.0,40,54000.0,Z789
14577,68,Femme,secondaire,marié,Urbain,Groupe 2,35,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab,52539.0,136,80000.0,Y456
8544,53,Homme,fondamental,célibataire,Rural,Groupe 5,16,Aucun,Fès-Meknès,sans contrat,arab,8679.0,106,14000.0,Y456
17135,62,Homme,fondamental,marié,Urbain,Groupe 5,10,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab,13144.0,124,21000.0,W000
33649,39,Femme,fondamental,marié,Rural,Groupe 5,4,Aucun,Marrakech-Safi,CDD,amazigh,5152.0,78,8000.0,W000
25391,66,Femme,secondaire,célibataire,Urbain,Groupe 3,15,Voiture,Marrakech-Safi,CDI,arab,28946.0,132,42000.0,X123
12711,19,Homme,secondaire,célibataire,Urbain,Groupe 6,22,Logement,Guelmim-Oued Noun,sans contrat,amazigh,13374.0,38,22000.0,W000
20331,54,Femme,sans niveau,marié,Rural,Groupe 5,35,Aucun,L’Oriental,sans contrat,arab,12863.0,108,21000.0,Y456
23550,67,Femme,supérieur,marié,Urbain,Groupe 4,45,Terrain,Rabat-Salé-Kénitra,CDI,arab,33477.0,134,50000.0,Y456
28981,35,Homme,sans niveau,marié,Urbain,Groupe 4,42,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,24780.0,70,40000.0,Z789
381,52,Femme,secondaire,marié,Rural,Groupe 3,39,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab,21001.0,104,34000.0,Z789
7714,65,Homme,sans niveau,marié,Urbain,Groupe 2,12,Terrain,Marrakech-Safi,sans contrat,arab,34725.0,130,52000.0,W000
8669,64,Homme,secondaire,marié,Rural,Groupe 4,9,Terrain,Marrakech-Safi,CDI,arab,10229.0,128,17000.0,Y456
29148,28,Homme,fondamental,marié,Urbain,Groupe 2,3,Terrain,Drâa-Tafilalet,CDI,amazigh,22180.0,56,36000.0,X123
27159,37,Femme,secondaire,célibataire,Rural,Groupe 1,44,Aucun,Béni Mellal-Khénifra,sans contrat,amazigh,45179.0,74,70000.0,W000
6096,55,Homme,fondamental,célibataire,Rural,Groupe 4,24,Terrain,Drâa-Tafilalet,CDD,arab,12571.0,110,20000.0,Z789
18984,51,Femme,sans niveau,célibataire,Rural,Groupe 2,14,Terrain,Casablanca-Settat,CDI,arab,18511.0,102,30000.0,X123
14164,45,Femme,sans niveau,marié,Urbain,Groupe 2,8,Aucun,Guelmim-Oued Noun,sans contrat,amazigh,29124.0,90,42000.0,X123
39918,68,Homme,sans niveau,marié,Urbain,Groupe 1,10,Aucun,Casablanca-Settat,CDD,amazigh,42055.0,136,63000.0,Y456
27068,40,Homme,sans niveau,célibataire,Rural,Groupe 4,15,Voiture,Marrakech-Safi,CDD,amazigh,11193.0,80,18000.0,X123
36598,41,Femme,sans niveau,marié,Rural,Groupe 4,47,Voiture,Guelmim-Oued Noun,sans contrat,arab,19673.0,82,32000.0,W000
14418,48,Homme,sans niveau,célibataire,Urbain,Groupe 3,36,Voiture,Guelmim-Oued Noun,CDD,amazigh,35080.0,96,52000.0,Y456
24098,68,Femme,sans niveau,célibataire,Urbain,Groupe 4,2,Logement,Souss-Massa,sans contrat,arab,13701.0,136,22000.0,Z789
21770,38,Homme,secondaire,célibataire,Rural,Groupe 6,12,Logement,Casablanca-Settat,CDI,arab,6937.0,76,11000.0,Y456
10666,37,Homme,sans niveau,célibataire,Urbain,Groupe 5,40,Voiture,Béni Mellal-Khénifra,sans contrat,amazigh,22369.0,74,36000.0,X123
38962,23,Femme,secondaire,marié,Urbain,Groupe 4,36,Logement,Guelmim-Oued Noun,CDD,amazigh,23788.0,46,39000.0,X123
3290,68,Homme,fondamental,marié,Rural,Groupe 6,21,Logement,Marrakech-Safi,CDD,amazigh,7436.0,136,12000.0,X123
37173,18,Homme,fondamental,célibataire,Rural,Groupe 5,49,Logement,Laâyoune-Sakia El Hamra,CDD,arab,16443.0,36,27000.0,X123
39617,34,Homme,supérieur,célibataire,Rural,Groupe 6,39,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,11403.0,68,19000.0,Z789
28572,43,Homme,sans niveau,marié,Rural,Groupe 2,12,Aucun,Drâa-Tafilalet,CDI,amazigh,17126.0,86,28000.0,Y456
24417,56,Femme,sans niveau,marié,Rural,Groupe 4,36,Terrain,Marrakech-Safi,CDI,arab,15782.0,112,26000.0,Y456
39514,40,Homme,secondaire,marié,Rural,Groupe 2,21,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,26777.0,80,43000.0,W000
3317,18,Femme,secondaire,marié,Rural,Groupe 3,27,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab,16708.0,36,27000.0,W000
27445,67,Homme,secondaire,veuf,Rural,Groupe 5,7,Aucun,Béni Mellal-Khénifra,sans contrat,arab,8093.0,134,13000.0,Y456
23433,54,Femme,sans niveau,marié,Urbain,Groupe 2,13,Logement,Casablanca-Settat,CDD,amazigh,35921.0,108,53000.0,X123
22914,53,Homme,sans niveau,célibataire,Urbain,Groupe 3,32,Logement,Drâa-Tafilalet,sans contrat,arab,33001.0,106,49000.0,X123
11675,53,Femme,supérieur,marié,Urbain,Groupe 5,40,Terrain,Guelmim-Oued Noun,CDI,arab,29513.0,106,43000.0,X123
5740,30,Femme,fondamental,célibataire,Urbain,Groupe 5,33,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab,17807.0,60,29000.0,Y456
33427,18,Homme,sans niveau,marié,Rural,Groupe 4,1,Voiture,Béni Mellal-Khénifra,CDD,amazigh,6694.0,36,11000.0,Y456
39519,61,Homme,supérieur,marié,Rural,Groupe 6,17,Logement,Drâa-Tafilalet,CDD,amazigh,9346.0,122,15000.0,Z789
9605,26,Homme,sans niveau,célibataire,Rural,Groupe 5,40,Voiture,L’Oriental,CDD,arab,15521.0,52,25000.0,X123
14355,59,Femme,secondaire,veuf,Rural,Groupe 3,45,Aucun,Souss-Massa,CDI,arab,23291.0,118,38000.0,X123
32268,67,Homme,supérieur,célibataire,Rural,Groupe 5,40,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,18535.0,134,30000.0,W000
21845,53,Homme,sans niveau,célibataire,Urbain,Groupe 6,30,Terrain,Souss-Massa,CDI,arab,13996.0,106,23000.0,Z789
22983,19,Femme,fondamental,célibataire,Urbain,Groupe 4,28,Aucun,Drâa-Tafilalet,CDI,arab,16466.0,38,27000.0,X123
8356,55,Homme,secondaire,célibataire,Urbain,Groupe 5,41,Logement,Souss-Massa,sans contrat,amazigh,29043.0,110,42000.0,X123
29031,29,Femme,sans niveau,marié,Rural,Groupe 5,32,Logement,L’Oriental,CDI,arab,12462.0,58,20000.0,Y456
4706,27,Femme,supérieur,marié,Urbain,Groupe 6,10,Terrain,Guelmim-Oued Noun,CDD,arab,12083.0,54,20000.0,Y456
6344,52,Femme,fondamental,célibataire,Urbain,Groupe 5,3,Terrain,Guelmim-Oued Noun,CDI,arab,11083.0,104,18000.0,W000
36416,23,Femme,sans niveau,marié,Rural,Groupe 3,15,Logement,Béni Mellal-Khénifra,sans contrat,arab,12047.0,46,20000.0,Z789
29616,65,Femme,secondaire,célibataire,Rural,Groupe 5,35,Logement,Souss-Massa,sans contrat,arab,14881.0,130,24000.0,W000
26054,32,Femme,sans niveau,marié,Rural,Groupe 5,12,Voiture,Rabat-Salé-Kénitra,sans contrat,arab,8158.0,64,13000.0,W000
18649,40,Homme,fondamental,marié,Rural,Groupe 6,6,Terrain,Rabat-Salé-Kénitra,CDD,arab,4536.0,80,7000.0,W000
11087,47,Femme,secondaire,marié,Urbain,Groupe 4,13,Terrain,Casablanca-Settat,CDD,amazigh,18658.0,94,30000.0,Y456
29293,23,Homme,fondamental,célibataire,Urbain,Groupe 3,22,Terrain,Rabat-Salé-Kénitra,CDI,arab,20928.0,46,34000.0,X123
13958,43,Femme,secondaire,marié,Urbain,Groupe 4,22,Aucun,Drâa-Tafilalet,sans contrat,amazigh,19561.0,86,32000.0,W000
2211,37,Homme,secondaire,célibataire,Urbain,Groupe 4,34,Terrain,L’Oriental,CDI,amazigh,24389.0,74,40000.0,Z789
37761,22,Homme,secondaire,marié,Urbain,Groupe 5,43,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,24779.0,44,40000.0,Z789
7793,61,Homme,secondaire,marié,Rural,Groupe 1,10,Terrain,Drâa-Tafilalet,CDD,arab,26219.0,122,43000.0,Y456
33007,45,Femme,sans niveau,marié,Rural,Groupe 4,31,Terrain,Fès-Meknès,CDD,arab,14002.0,90,23000.0,Z789
23027,43,Femme,fondamental,célibataire,Urbain,Groupe 2,9,Aucun,Rabat-Salé-Kénitra,CDD,arab,24044.0,86,39000.0,X123
39473,55,Homme,fondamental,marié,Urbain,Groupe 4,43,Terrain,Drâa-Tafilalet,CDI,arab,24475.0,110,40000.0,W000
29327,69,Homme,sans niveau,célibataire,Urbain,Groupe 1,4,Voiture,Casablanca-Settat,sans contrat,arab,43665.0,138,66000.0,Z789
38579,28,Homme,sans niveau,marié,Rural,Groupe 6,0,Logement,Marrakech-Safi,CDI,arab,3832.0,56,6000.0,Y456
39411,48,Homme,sans niveau,marié,Rural,Groupe 5,21,Voiture,Marrakech-Safi,CDD,arab,11654.0,96,19000.0,W000
32157,66,Femme,sans niveau,marié,Urbain,Groupe 5,1,Aucun,Guelmim-Oued Noun,sans contrat,arab,10683.0,132,17000.0,Y456
15487,59,Femme,fondamental,célibataire,Urbain,Groupe 5,18,Terrain,Souss-Massa,CDD,amazigh,14990.0,118,24000.0,Y456
28062,47,Homme,sans niveau,marié,Rural,Groupe 3,13,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab,13751.0,94,22000.0,Z789
28527,26,Homme,fondamental,marié,Urbain,Groupe 3,40,Aucun,Fès-Meknès,CDD,arab,25472.0,52,41000.0,X123
10657,45,Homme,secondaire,marié,Urbain,Groupe 1,40,Aucun,Marrakech-Safi,CDI,arab,67104.0,90,104000.0,Y456
37585,46,Femme,fondamental,marié,Urbain,Groupe 6,20,Logement,Fès-Meknès,sans contrat,arab,10843.0,92,18000.0,Y456
21090,21,Homme,sans niveau,marié,Urbain,Groupe 4,31,Aucun,Fès-Meknès,CDI,arab,19331.0,42,31000.0,Y456
3999,29,Femme,supérieur,marié,Rural,Groupe 5,42,Logement,Rabat-Salé-Kénitra,sans contrat,arab,17272.0,58,28000.0,X123
6220,32,Homme,secondaire,célibataire,Urbain,Groupe 5,30,Voiture,Marrakech-Safi,sans contrat,arab,21794.0,64,35000.0,W000
39289,25,Homme,fondamental,divorcé,Urbain,Groupe 2,32,Aucun,Drâa-Tafilalet,CDI,arab,37514.0,50,56000.0,Z789
13439,42,Homme,sans niveau,célibataire,Urbain,Groupe 2,19,Aucun,Casablanca-Settat,CDD,amazigh,35898.0,84,53000.0,W000
17897,46,Femme,sans niveau,célibataire,Urbain,Groupe 5,31,Terrain,Fès-Meknès,CDD,arab,18086.0,92,29000.0,Y456
5815,52,Femme,sans niveau,marié,Urbain,Groupe 4,40,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,23555.0,104,38000.0,Y456
9398,60,Femme,supérieur,marié,Rural,Groupe 5,47,Voiture,Souss-Massa,sans contrat,arab,21208.0,120,34000.0,Z789
12084,46,Homme,fondamental,marié,Urbain,Groupe 2,42,Logement,Drâa-Tafilalet,CDI,amazigh,48940.0,92,75000.0,W000
13268,18,Femme,supérieur,célibataire,Urbain,Groupe 5,35,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab,22573.0,36,37000.0,X123
27475,51,Homme,fondamental,marié,Urbain,Groupe 1,8,Voiture,Souss-Massa,CDI,arab,44227.0,102,67000.0,Y456
25119,55,Femme,fondamental,célibataire,Urbain,Groupe 1,21,Voiture,Souss-Massa,CDI,arab,51115.0,110,78000.0,Y456
26818,32,Femme,fondamental,célibataire,Urbain,Groupe 4,30,Terrain,Rabat-Salé-Kénitra,CDD,arab,17973.0,64,29000.0,X123
31961,61,Femme,secondaire,divorcé,Urbain,Groupe 5,42,Aucun,Casablanca-Settat,sans contrat,arab,21611.0,122,35000.0,X123
23255,69,Homme,secondaire,célibataire,Rural,Groupe 4,7,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab,10637.0,138,17000.0,X123
2698,64,Homme,fondamental,marié,Rural,Groupe 4,36,Voiture,Béni Mellal-Khénifra,CDI,arab,16686.0,128,27000.0,X123
27111,58,Femme,secondaire,marié,Urbain,Groupe 6,8,Terrain,Laâyoune-Sakia El Hamra,CDI,arab,11620.0,116,19000.0,Y456
18880,46,Homme,secondaire,marié,Rural,Groupe 4,10,Terrain,Béni Mellal-Khénifra,sans contrat,amazigh,10546.0,92,17000.0,X123
39879,24,Femme,sans niveau,marié,Urbain,Groupe 2,26,Voiture,Drâa-Tafilalet,CDI,arab,39735.0,48,60000.0,W000
6385,32,Homme,secondaire,marié,Urbain,Groupe 5,32,Aucun,Guelmim-Oued Noun,CDI,amazigh,19382.0,64,31000.0,X123
32110,50,Femme,sans niveau,célibataire,Rural,Groupe 6,19,Voiture,Marrakech-Safi,CDD,arab,7613.0,100,12000.0,W000
18050,45,Femme,sans niveau,marié,Urbain,Groupe 2,28,Aucun,Béni Mellal-Khénifra,CDD,arab,38359.0,90,57000.0,X123
20650,63,Homme,sans niveau,marié,Urbain,Groupe 3,2,Voiture,Guelmim-Oued Noun,CDD,arab,19624.0,126,32000.0,Y456
31428,34,Femme,sans niveau,marié,Urbain,Groupe 5,41,Voiture,Drâa-Tafilalet,CDD,arab,21217.0,68,34000.0,W000
7021,49,Femme,secondaire,célibataire,Urbain,Groupe 5,3,Terrain,Béni Mellal-Khénifra,CDD,arab,14259.0,98,23000.0,W000
12277,35,Femme,sans niveau,veuf,Urbain,Groupe 5,19,Voiture,Marrakech-Safi,CDI,arab,15854.0,70,26000.0,X123
16644,42,Femme,sans niveau,célibataire,Urbain,Groupe 6,22,Logement,L’Oriental,CDI,arab,11766.0,84,19000.0,X123
27948,68,Homme,fondamental,célibataire,Rural,Groupe 5,36,Terrain,Laâyoune-Sakia El Hamra,CDI,amazigh,13331.0,136,22000.0,Z789
460,50,Homme,secondaire,divorcé,Rural,Groupe 4,20,Logement,Béni Mellal-Khénifra,CDI,arab,14002.0,100,23000.0,Z789
23885,22,Homme,sans niveau,marié,Urbain,Groupe 2,12,Terrain,Rabat-Salé-Kénitra,sans contrat,arab,31846.0,44,47000.0,Z789
28074,31,Femme,secondaire,célibataire,Rural,Groupe 5,5,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab,7409.0,62,12000.0,Z789
3083,26,Femme,sans niveau,marié,Rural,Groupe 2,6,Logement,Tanger-Tétouan-Al Hoceïma,CDI,arab,13499.0,52,22000.0,Z789
28148,23,Homme,supérieur,célibataire,Urbain,Groupe 1,5,Terrain,Fès-Meknès,CDD,arab,52289.0,46,80000.0,W000
20851,46,Femme,sans niveau,célibataire,Urbain,Groupe 4,11,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab,15498.0,92,25000.0,X123
2154,47,Homme,secondaire,marié,Rural,Groupe 6,31,Aucun,Béni Mellal-Khénifra,sans contrat,arab,9544.0,94,16000.0,Z789
12893,56,Femme,fondamental,marié,Urbain,Groupe 6,9,Terrain,Guelmim-Oued Noun,sans contrat,arab,9096.0,112,15000.0,Z789
6798,23,Femme,sans niveau,marié,Urbain,Groupe 5,0,Logement,Marrakech-Safi,CDD,arab,10235.0,46,17000.0,X123
27575,33,Homme,fondamental,célibataire,Urbain,Groupe 5,12,Terrain,Marrakech-Safi,CDI,amazigh,12629.0,66,21000.0,Y456
3509,33,Femme,sans niveau,marié,Rural,Groupe 5,21,Terrain,L’Oriental,CDI,arab,9524.0,66,15000.0,Y456
19640,59,Femme,fondamental,marié,Rural,Groupe 1,22,Aucun,Rabat-Salé-Kénitra,CDD,amazigh,29703.0,118,45000.0,W000
18493,31,Femme,fondamental,marié,Urbain,Groupe 6,2,Voiture,L’Oriental,CDI,arab,7290.0,62,12000.0,X123
5328,35,Homme,fondamental,célibataire,Rural,Groupe 1,41,Logement,Rabat-Salé-Kénitra,sans contrat,arab,44138.0,70,68000.0,X123
33012,67,Homme,fondamental,divorcé,Urbain,Groupe 4,36,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,22779.0,134,37000.0,Z789
18680,34,Homme,secondaire,divorcé,Urbain,Groupe 6,22,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab,12451.0,68,20000.0,W000
31262,42,Femme,sans niveau,marié,Rural,Groupe 5,47,Aucun,Béni Mellal-Khénifra,CDD,arab,15005.0,84,24000.0,W000
3354,39,Homme,supérieur,célibataire,Urbain,Groupe 6,48,Aucun,Souss-Massa,CDD,arab,19176.0,78,31000.0,Z789
31104,57,Femme,sans niveau,veuf,Rural,Groupe 4,17,Voiture,Drâa-Tafilalet,sans contrat,arab,11954.0,114,19000.0,W000
7493,18,Femme,sans niveau,marié,Rural,Groupe 6,47,Aucun,Casablanca-Settat,sans contrat,arab,10401.0,36,17000.0,X123
39951,45,Femme,secondaire,marié,Rural,Groupe 5,28,Voiture,Marrakech-Safi,CDD,arab,13823.0,90,22000.0,W000
1150,58,Femme,fondamental,célibataire,Urbain,Groupe 2,38,Logement,Béni Mellal-Khénifra,CDD,arab,46645.0,116,71000.0,Y456
29729,36,Homme,fondamental,célibataire,Rural,Groupe 2,33,Logement,Marrakech-Safi,CDD,arab,29626.0,72,45000.0,Z789
39770,19,Homme,fondamental,marié,Urbain,Groupe 2,30,Logement,Casablanca-Settat,CDI,arab,39950.0,38,60000.0,Y456
9094,66,Femme,secondaire,marié,Urbain,Groupe 6,35,Logement,L’Oriental,CDD,arab,15795.0,132,26000.0,W000
1386,25,Homme,fondamental,marié,Urbain,Groupe 2,33,Logement,Rabat-Salé-Kénitra,sans contrat,amazigh,41473.0,50,62000.0,Y456
5964,68,Homme,sans niveau,marié,Rural,Groupe 5,28,Terrain,L’Oriental,sans contrat,arab,12097.0,136,20000.0,Y456
27260,69,Femme,supérieur,marié,Urbain,Groupe 2,13,Logement,Rabat-Salé-Kénitra,sans contrat,amazigh,46613.0,138,71000.0,Z789
9648,48,Homme,fondamental,célibataire,Urbain,Groupe 6,44,Terrain,L’Oriental,CDD,arab,15055.0,96,24000.0,Z789
34806,18,Homme,secondaire,célibataire,Rural,Groupe 2,11,Voiture,Souss-Massa,sans contrat,arab,20265.0,36,33000.0,X123
23010,47,Homme,sans niveau,marié,Urbain,Groupe 4,36,Terrain,L’Oriental,CDI,arab,23330.0,94,38000.0,X123
29652,19,Femme,supérieur,marié,Urbain,Groupe 5,9,Aucun,Souss-Massa,CDD,arab,15896.0,38,26000.0,Y456
9585,49,Femme,fondamental,célibataire,Rural,Groupe 3,15,Aucun,L’Oriental,CDI,arab,11221.0,98,18000.0,Z789
12548,29,Homme,fondamental,marié,Urbain,Groupe 6,13,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,8580.0,58,14000.0,Y456
13850,19,Femme,sans niveau,marié,Urbain,Groupe 1,21,Logement,Laâyoune-Sakia El Hamra,CDD,arab,46464.0,38,71000.0,W000
23606,23,Femme,supérieur,marié,Rural,Groupe 4,31,Voiture,Béni Mellal-Khénifra,sans contrat,arab,17521.0,46,28000.0,X123
29162,35,Femme,fondamental,marié,Rural,Groupe 6,12,Voiture,Guelmim-Oued Noun,CDD,arab,5538.0,70,9000.0,Z789
8672,39,Femme,fondamental,marié,Rural,Groupe 2,17,Voiture,L’Oriental,sans contrat,amazigh,19599.0,78,32000.0,Y456
9124,40,Homme,sans niveau,célibataire,Rural,Groupe 6,2,Aucun,Laâyoune-Sakia El Hamra,CDI,arab,4082.0,80,7000.0,X123
5071,27,Homme,sans niveau,célibataire,Rural,Groupe 5,7,Logement,L’Oriental,CDD,arab,7025.0,54,11000.0,Y456
17453,48,Femme,sans niveau,célibataire,Urbain,Groupe 3,35,Aucun,Drâa-Tafilalet,sans contrat,arab,29059.0,96,42000.0,Y456
8325,21,Homme,fondamental,marié,Rural,Groupe 1,12,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab,22920.0,42,37000.0,Z789
8225,66,Homme,sans niveau,marié,Rural,Groupe 4,32,Aucun,Souss-Massa,CDI,amazigh,14151.0,132,23000.0,W000
20781,37,Femme,sans niveau,marié,Rural,Groupe 1,29,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab,34825.0,74,53000.0,Y456
15770,42,Femme,sans niveau,célibataire,Urbain,Groupe 6,21,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab,11597.0,84,19000.0,Z789
17778,49,Femme,fondamental,marié,Urbain,Groupe 6,39,Logement,Fès-Meknès,CDD,arab,14224.0,98,23000.0,W000
34533,39,Femme,supérieur,marié,Urbain,Groupe 2,35,Logement,Dakhla-Oued Ed-Dahab,CDI,arab,56142.0,78,86000.0,Y456
6778,45,Femme,secondaire,célibataire,Rural,Groupe 3,43,Voiture,Souss-Massa,sans contrat,arab,25056.0,90,41000.0,X123
35413,40,Homme,sans niveau,divorcé,Urbain,Groupe 5,22,Voiture,Fès-Meknès,CDI,arab,18202.0,80,30000.0,Z789
7652,59,Femme,secondaire,marié,Rural,Groupe 2,46,Logement,Souss-Massa,CDD,amazigh,40938.0,118,63000.0,Z789
25661,29,Femme,sans niveau,marié,Urbain,Groupe 5,16,Aucun,Souss-Massa,CDI,arab,12752.0,58,21000.0,X123
37275,41,Homme,sans niveau,marié,Urbain,Groupe 4,1,Terrain,Béni Mellal-Khénifra,CDI,arab,13666.0,82,22000.0,Y456
3512,52,Homme,secondaire,marié,Urbain,Groupe 1,38,Logement,Guelmim-Oued Noun,CDI,arab,74412.0,104,116000.0,Z789
5490,49,Femme,sans niveau,marié,Rural,Groupe 6,36,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab,9670.0,98,16000.0,X123
33097,26,Femme,fondamental,célibataire,Urbain,Groupe 6,44,Logement,Drâa-Tafilalet,sans contrat,arab,14029.0,52,23000.0,Z789
24351,66,Homme,fondamental,marié,Rural,Groupe 1,37,Logement,Drâa-Tafilalet,CDI,arab,42579.0,132,66000.0,X123
37569,69,Homme,secondaire,marié,Urbain,Groupe 5,36,Logement,Guelmim-Oued Noun,CDI,arab,23732.0,138,39000.0,X123
3120,62,Femme,fondamental,célibataire,Rural,Groupe 5,3,Aucun,Guelmim-Oued Noun,CDI,arab,5136.0,124,8000.0,X123
21716,29,Homme,sans niveau,veuf,Rural,Groupe 5,31,Aucun,Drâa-Tafilalet,sans contrat,arab,11557.0,58,19000.0,Z789
27932,52,Homme,secondaire,célibataire,Urbain,Groupe 5,47,Terrain,Rabat-Salé-Kénitra,CDI,amazigh,28894.0,104,42000.0,Y456
14978,32,Femme,sans niveau,marié,Urbain,Groupe 6,26,Logement,Casablanca-Settat,CDI,arab,11834.0,64,19000.0,X123
19224,18,Homme,supérieur,marié,Urbain,Groupe 1,17,Voiture,Guelmim-Oued Noun,sans contrat,amazigh,65480.0,36,101000.0,Z789
8238,35,Homme,fondamental,marié,Urbain,Groupe 3,0,Aucun,L’Oriental,CDD,amazigh,13708.0,70,22000.0,X123
1144,18,Homme,fondamental,marié,Rural,Groupe 5,32,Terrain,Guelmim-Oued Noun,sans contrat,arab,11849.0,36,19000.0,W000
2321,43,Homme,fondamental,célibataire,Urbain,Groupe 4,23,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,19065.0,86,31000.0,Z789
18170,62,Homme,secondaire,veuf,Rural,Groupe 1,15,Logement,Fès-Meknès,CDI,arab,32854.0,124,50000.0,Y456
15192,66,Femme,sans niveau,marié,Rural,Groupe 6,42,Terrain,Béni Mellal-Khénifra,sans contrat,arab,10529.0,132,17000.0,Y456
3123,24,Homme,fondamental,célibataire,Urbain,Groupe 2,49,Terrain,Rabat-Salé-Kénitra,CDD,amazigh,47482.0,48,72000.0,X123
31436,34,Homme,sans niveau,marié,Rural,Groupe 5,23,Terrain,Guelmim-Oued Noun,CDI,amazigh,10496.0,68,17000.0,Y456
28377,31,Homme,sans niveau,divorcé,Urbain,Groupe 4,9,Terrain,Drâa-Tafilalet,CDD,arab,14711.0,62,24000.0,W000
6426,59,Femme,sans niveau,célibataire,Urbain,Groupe 6,5,Terrain,Casablanca-Settat,CDD,amazigh,9472.0,118,15000.0,Y456
25482,38,Homme,secondaire,marié,Rural,Groupe 4,18,Logement,L’Oriental,CDI,amazigh,12725.0,76,21000.0,Y456
6577,60,Homme,sans niveau,marié,Urbain,Groupe 5,5,Logement,L’Oriental,CDD,arab,15258.0,120,25000.0,W000
