Âge,Années d'expérience,Revenu annuel (DH),Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Possession de biens,Région,Type de contrat,Langue maternelle
29.0,27.0,23315.0,Femme,fondamental,marié,Urbain,Groupe 3,Voiture,L’Oriental,CDI,amazigh
48.0,18.0,13554.0,Homme,sans niveau,célibataire,Rural,Groupe 3,Aucun,Marrakech-Safi,CDD,arab
64.0,31.0,44998.0,Homme,fondamental,célibataire,Urbain,Groupe 2,Voiture,Souss-Massa,CDI,arab
26.0,27.0,8752.0,Femme,secondaire,marié,Rural,Groupe 6,Logement,Laâyoune-Sakia El Hamra,CDD,arab
24.0,7.0,19856.0,Homme,supérieur,célibataire,Rural,Groupe 2,Terrain,Drâa-Tafilalet,CDI,arab
46.0,25.0,48520.0,Femme,sans niveau,célibataire,Urbain,Groupe 1,Aucun,Guelmim-Oued Noun,CDI,arab
31.0,26.0,7163.0,Homme,fondamental,marié,Rural,Groupe 6,Aucun,Fès-Meknès,CDI,arab
68.0,7.0,13652.0,Homme,fondamental,marié,Urbain,Groupe 5,Voiture,Drâa-Tafilalet,CDI,arab
37.0,43.0,30304.0,Femme,sans niveau,marié,Urbain,Groupe 3,Aucun,Béni Mellal-Khénifra,sans contrat,arab
65.0,43.0,35194.0,Homme,sans niveau,célibataire,Rural,Groupe 2,Terrain,Guelmim-Oued Noun,CDD,arab
49.0,41.0,19612.0,Femme,sans niveau,marié,Urbain,Groupe 5,Aucun,Casablanca-Settat,sans contrat,arab
39.0,6.0,17416.0,Homme,sans niveau,marié,Rural,Groupe 5,Terrain,Souss-Massa,CDD,arab
53.0,6.0,6906.0,Femme,sans niveau,marié,Rural,Groupe 5,Terrain,L’Oriental,sans contrat,arab
61.0,1.0,12694.0,Homme,fondamental,marié,Urbain,Groupe 4,Terrain,Guelmim-Oued Noun,CDD,arab
35.0,5.0,31001.0,Femme,fondamental,célibataire,Urbain,Groupe 1,Aucun,Fès-Meknès,CDD,amazigh
57.0,1.0,15282.0,Femme,secondaire,marié,Urbain,Groupe 5,Logement,Tanger-Tétouan-Al Hoceïma,CDI,amazigh
66.0,4.0,14243.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Logement,Tanger-Tétouan-Al Hoceïma,CDI,arab
42.0,47.0,19477.0,Homme,sans niveau,veuf,Rural,Groupe 4,Logement,Rabat-Salé-Kénitra,sans contrat,amazigh
48.0,38.0,22666.0,Femme,sans niveau,veuf,Urbain,Groupe 4,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
52.0,46.0,18522.0,Homme,secondaire,célibataire,Rural,Groupe 5,Logement,Rabat-Salé-Kénitra,CDD,arab
43.0,15.0,38116.0,Femme,secondaire,marié,Urbain,Groupe 2,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
21.0,11.0,14009.0,Femme,sans niveau,marié,Urbain,Groupe 4,Terrain,Béni Mellal-Khénifra,CDI,arab
59.0,9.0,9360.0,Femme,sans niveau,célibataire,Rural,Groupe 4,Logement,Drâa-Tafilalet,CDD,arab
65.0,5.0,8757.0,Homme,secondaire,marié,Rural,Groupe 4,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
37.0,5.0,21300.0,Femme,fondamental,célibataire,Urbain,Groupe 2,Aucun,Rabat-Salé-Kénitra,CDD,arab
51.0,44.0,18404.0,Homme,fondamental,marié,Rural,Groupe 4,Logement,Souss-Massa,CDI,arab
29.0,12.0,30008.0,Femme,fondamental,célibataire,Urbain,Groupe 2,Voiture,Laâyoune-Sakia El Hamra,CDD,amazigh
33.0,11.0,19735.0,Femme,secondaire,marié,Urbain,Groupe 3,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
59.0,0.0,6331.0,Femme,sans niveau,marié,Rural,Groupe 5,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,amazigh
22.0,15.0,20443.0,Homme,fondamental,marié,Urbain,Groupe 3,Voiture,Casablanca-Settat,sans contrat,arab
61.0,13.0,21798.0,Femme,sans niveau,célibataire,Urbain,Groupe 3,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,arab
52.0,24.0,21122.0,Homme,fondamental,marié,Urbain,Groupe 4,Voiture,Laâyoune-Sakia El Hamra,CDI,arab
61.0,23.0,10217.0,Femme,supérieur,célibataire,Rural,Groupe 6,Voiture,Béni Mellal-Khénifra,CDD,amazigh
44.0,3.0,15180.0,Homme,sans niveau,divorcé,Urbain,Groupe 4,Logement,Béni Mellal-Khénifra,sans contrat,arab
18.0,32.0,24472.0,Homme,supérieur,célibataire,Urbain,Groupe 5,Logement,Béni Mellal-Khénifra,CDI,amazigh
51.0,36.0,20014.0,Femme,secondaire,marié,Rural,Groupe 3,Aucun,Guelmim-Oued Noun,CDI,arab
60.0,47.0,22386.0,Femme,sans niveau,célibataire,Rural,Groupe 3,Aucun,Fès-Meknès,CDI,arab
49.0,41.0,22430.0,Homme,fondamental,marié,Urbain,Groupe 5,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,arab
61.0,13.0,8514.0,Homme,fondamental,célibataire,Rural,Groupe 5,Logement,Drâa-Tafilalet,sans contrat,amazigh
56.0,0.0,8902.0,Homme,sans niveau,marié,Rural,Groupe 3,Terrain,L’Oriental,sans contrat,arab
50.0,7.0,10977.0,Femme,sans niveau,marié,Rural,Groupe 3,Voiture,Rabat-Salé-Kénitra,sans contrat,arab
48.0,21.0,11654.0,Homme,sans niveau,marié,Rural,Groupe 5,Voiture,Marrakech-Safi,CDD,arab
30.0,30.0,19392.0,Femme,secondaire,divorcé,Urbain,Groupe 5,Logement,Guelmim-Oued Noun,CDD,arab
62.0,39.0,57236.0,Femme,supérieur,célibataire,Urbain,Groupe 2,Terrain,Fès-Meknès,CDI,arab
19.0,4.0,5777.0,Homme,fondamental,marié,Rural,Groupe 5,Logement,Marrakech-Safi,CDI,arab
47.0,28.0,16549.0,Homme,fondamental,marié,Urbain,Groupe 5,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh
27.0,12.0,15611.0,Homme,secondaire,marié,Urbain,Groupe 5,Terrain,Guelmim-Oued Noun,CDD,arab
40.0,19.0,22361.0,Homme,secondaire,marié,Rural,Groupe 2,Aucun,Drâa-Tafilalet,sans contrat,arab
50.0,14.0,7152.0,Homme,sans niveau,marié,Rural,Groupe 6,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,arab
56.0,11.0,39527.0,Homme,sans niveau,célibataire,Urbain,Groupe 2,Voiture,Casablanca-Settat,sans contrat,arab
62.0,20.0,12052.0,Homme,fondamental,célibataire,Urbain,Groupe 6,Voiture,Laâyoune-Sakia El Hamra,CDD,arab
46.0,7.0,7539.0,Femme,secondaire,marié,Rural,Groupe 5,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
47.0,40.0,18362.0,Homme,secondaire,marié,Rural,Groupe 4,Terrain,Marrakech-Safi,CDD,arab
51.0,8.0,15975.0,Homme,sans niveau,marié,Rural,Groupe 2,Aucun,Rabat-Salé-Kénitra,sans contrat,arab
69.0,22.0,15103.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Aucun,Souss-Massa,sans contrat,arab
56.0,12.0,10033.0,Femme,sans niveau,marié,Rural,Groupe 4,Logement,Fès-Meknès,sans contrat,arab
34.0,27.0,14256.0,Femme,secondaire,célibataire,Urbain,Groupe 6,Voiture,Béni Mellal-Khénifra,CDD,arab
39.0,41.0,49542.0,Homme,secondaire,célibataire,Rural,Groupe 1,Logement,Souss-Massa,CDD,arab
22.0,22.0,20905.0,Femme,secondaire,divorcé,Urbain,Groupe 4,Voiture,L’Oriental,sans contrat,arab
28.0,8.0,10004.0,Homme,secondaire,célibataire,Urbain,Groupe 6,Aucun,Marrakech-Safi,CDD,arab
39.0,28.0,11828.0,Homme,fondamental,célibataire,Rural,Groupe 5,Logement,Casablanca-Settat,CDI,arab
49.0,48.0,30906.0,Homme,sans niveau,marié,Urbain,Groupe 4,Logement,Drâa-Tafilalet,CDI,arab
41.0,45.0,17720.0,Femme,secondaire,marié,Rural,Groupe 4,Aucun,Fès-Meknès,sans contrat,amazigh
28.0,4.0,32639.0,Femme,secondaire,marié,Urbain,Groupe 2,Voiture,Béni Mellal-Khénifra,CDD,arab
28.0,11.0,14677.0,Femme,sans niveau,marié,Urbain,Groupe 4,Logement,Fès-Meknès,sans contrat,arab
34.0,1.0,7089.0,Femme,supérieur,marié,Rural,Groupe 5,Aucun,L’Oriental,CDD,amazigh
49.0,7.0,12286.0,Femme,sans niveau,divorcé,Urbain,Groupe 5,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab
36.0,32.0,13284.0,Femme,sans niveau,marié,Rural,Groupe 5,Voiture,Marrakech-Safi,CDI,arab
44.0,14.0,9673.0,Homme,sans niveau,marié,Rural,Groupe 4,Aucun,Laâyoune-Sakia El Hamra,CDI,arab
49.0,20.0,14625.0,Femme,supérieur,marié,Urbain,Groupe 6,Aucun,Béni Mellal-Khénifra,sans contrat,amazigh
42.0,2.0,6376.0,Homme,sans niveau,marié,Rural,Groupe 5,Logement,Souss-Massa,CDI,amazigh
45.0,16.0,65918.0,Femme,supérieur,célibataire,Urbain,Groupe 1,Voiture,Casablanca-Settat,CDI,amazigh
57.0,24.0,18923.0,Homme,fondamental,marié,Urbain,Groupe 5,Voiture,Rabat-Salé-Kénitra,CDI,amazigh
69.0,32.0,20250.0,Homme,sans niveau,marié,Urbain,Groupe 5,Logement,Guelmim-Oued Noun,CDD,arab
44.0,40.0,18869.0,Femme,fondamental,marié,Urbain,Groupe 5,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab
31.0,11.0,12408.0,Homme,secondaire,marié,Rural,Groupe 3,Terrain,Béni Mellal-Khénifra,sans contrat,arab
59.0,30.0,12646.0,Femme,fondamental,célibataire,Urbain,Groupe 6,Terrain,Fès-Meknès,CDI,arab
56.0,37.0,24510.0,Homme,sans niveau,marié,Urbain,Groupe 4,Terrain,L’Oriental,CDI,amazigh
19.0,39.0,19570.0,Homme,sans niveau,marié,Urbain,Groupe 5,Terrain,L’Oriental,CDD,arab
34.0,48.0,17910.0,Femme,sans niveau,marié,Rural,Groupe 4,Terrain,Drâa-Tafilalet,CDD,amazigh
18.0,19.0,18832.0,Homme,sans niveau,célibataire,Urbain,Groupe 4,Voiture,Fès-Meknès,sans contrat,arab
62.0,32.0,12383.0,Homme,sans niveau,marié,Rural,Groupe 5,Aucun,Drâa-Tafilalet,sans contrat,arab
49.0,30.0,12704.0,Homme,fondamental,marié,Rural,Groupe 5,Logement,Souss-Massa,CDD,arab
36.0,34.0,40994.0,Femme,fondamental,célibataire,Urbain,Groupe 2,Logement,Drâa-Tafilalet,sans contrat,arab
31.0,42.0,35210.0,Homme,fondamental,veuf,Rural,Groupe 2,Voiture,Souss-Massa,CDD,amazigh
48.0,40.0,15651.0,Homme,sans niveau,célibataire,Rural,Groupe 5,Logement,Fès-Meknès,sans contrat,arab
35.0,37.0,67317.0,Femme,supérieur,marié,Urbain,Groupe 1,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,amazigh
69.0,13.0,10343.0,Homme,fondamental,marié,Urbain,Groupe 6,Logement,Guelmim-Oued Noun,sans contrat,arab
31.0,26.0,19785.0,Homme,secondaire,marié,Urbain,Groupe 5,Logement,L’Oriental,CDD,arab
64.0,21.0,10957.0,Femme,fondamental,marié,Urbain,Groupe 6,Logement,Souss-Massa,sans contrat,arab
31.0,41.0,20112.0,Homme,sans niveau,célibataire,Urbain,Groupe 5,Terrain,Marrakech-Safi,CDI,arab
41.0,13.0,18640.0,Homme,secondaire,marié,Urbain,Groupe 5,Voiture,Guelmim-Oued Noun,CDD,arab
22.0,40.0,10455.0,Femme,secondaire,marié,Rural,Groupe 6,Terrain,L’Oriental,sans contrat,arab
33.0,15.0,44956.0,Femme,sans niveau,marié,Urbain,Groupe 1,Voiture,Laâyoune-Sakia El Hamra,CDD,arab
22.0,26.0,10964.0,Femme,fondamental,divorcé,Rural,Groupe 4,Aucun,Fès-Meknès,CDI,amazigh
30.0,10.0,8849.0,Homme,sans niveau,marié,Urbain,Groupe 6,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab
33.0,20.0,15293.0,Homme,sans niveau,célibataire,Rural,Groupe 3,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab
32.0,0.0,16411.0,Homme,secondaire,célibataire,Urbain,Groupe 4,Voiture,Marrakech-Safi,sans contrat,arab
48.0,0.0,8835.0,Homme,supérieur,célibataire,Rural,Groupe 5,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab
22.0,6.0,7757.0,Homme,sans niveau,marié,Rural,Groupe 4,Logement,L’Oriental,sans contrat,amazigh
38.0,42.0,13733.0,Homme,fondamental,marié,Rural,Groupe 5,Aucun,Drâa-Tafilalet,CDI,arab
47.0,28.0,14325.0,Homme,secondaire,marié,Urbain,Groupe 6,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab
40.0,6.0,16359.0,Homme,secondaire,marié,Rural,Groupe 2,Aucun,Rabat-Salé-Kénitra,sans contrat,arab
55.0,43.0,24475.0,Homme,fondamental,marié,Urbain,Groupe 4,Terrain,Drâa-Tafilalet,CDI,arab
46.0,25.0,50480.0,Homme,fondamental,marié,Urbain,Groupe 1,Terrain,Souss-Massa,CDI,amazigh
30.0,11.0,29477.0,Femme,fondamental,marié,Urbain,Groupe 2,Voiture,Béni Mellal-Khénifra,CDI,amazigh
49.0,18.0,11238.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Aucun,Béni Mellal-Khénifra,CDD,amazigh
65.0,47.0,47940.0,Femme,fondamental,marié,Rural,Groupe 1,Logement,Béni Mellal-Khénifra,CDI,arab
59.0,7.0,15535.0,Homme,fondamental,célibataire,Urbain,Groupe 4,Terrain,L’Oriental,sans contrat,arab
44.0,44.0,43354.0,Femme,fondamental,marié,Urbain,Groupe 2,Aucun,Souss-Massa,CDD,arab
51.0,29.0,41659.0,Femme,sans niveau,marié,Urbain,Groupe 2,Terrain,Marrakech-Safi,CDI,arab
62.0,43.0,18686.0,Femme,fondamental,marié,Urbain,Groupe 5,Aucun,Rabat-Salé-Kénitra,CDD,arab
66.0,43.0,14843.0,Homme,sans niveau,marié,Urbain,Groupe 6,Aucun,Laâyoune-Sakia El Hamra,CDD,arab
50.0,23.0,24244.0,Homme,secondaire,marié,Urbain,Groupe 4,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab
21.0,6.0,33278.0,Femme,sans niveau,célibataire,Urbain,Groupe 1,Aucun,Casablanca-Settat,CDI,arab
35.0,13.0,10233.0,Homme,secondaire,marié,Rural,Groupe 5,Voiture,Souss-Massa,CDD,arab
23.0,11.0,14212.0,Femme,secondaire,célibataire,Urbain,Groupe 5,Terrain,Fès-Meknès,CDI,arab
45.0,18.0,16618.0,Homme,supérieur,marié,Urbain,Groupe 6,Logement,Guelmim-Oued Noun,CDI,arab
61.0,44.0,18902.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Aucun,Drâa-Tafilalet,CDD,arab
44.0,37.0,14771.0,Femme,sans niveau,marié,Rural,Groupe 4,Aucun,Souss-Massa,CDD,arab
43.0,22.0,22495.0,Femme,secondaire,marié,Urbain,Groupe 4,Voiture,Rabat-Salé-Kénitra,sans contrat,arab
37.0,14.0,8481.0,Femme,sans niveau,marié,Rural,Groupe 5,Logement,Guelmim-Oued Noun,CDI,amazigh
30.0,49.0,15742.0,Femme,sans niveau,célibataire,Rural,Groupe 5,Terrain,Drâa-Tafilalet,CDI,amazigh
45.0,37.0,34128.0,Homme,secondaire,marié,Urbain,Groupe 3,Aucun,Souss-Massa,CDD,arab
51.0,10.0,34907.0,Homme,sans niveau,marié,Urbain,Groupe 2,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
66.0,43.0,18686.0,Femme,fondamental,marié,Urbain,Groupe 5,Aucun,Guelmim-Oued Noun,CDD,arab
40.0,38.0,19095.0,Homme,secondaire,célibataire,Rural,Groupe 4,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
27.0,23.0,22786.0,Homme,sans niveau,célibataire,Urbain,Groupe 3,Terrain,Rabat-Salé-Kénitra,CDI,arab
68.0,31.0,11633.0,Femme,supérieur,marié,Rural,Groupe 6,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab
47.0,33.0,31193.0,Homme,sans niveau,marié,Urbain,Groupe 3,Terrain,Béni Mellal-Khénifra,CDD,arab
39.0,26.0,17416.0,Homme,sans niveau,marié,Rural,Groupe 5,Terrain,Marrakech-Safi,CDI,arab
22.0,26.0,14907.0,Femme,sans niveau,marié,Urbain,Groupe 5,Aucun,Drâa-Tafilalet,sans contrat,arab
61.0,24.0,11627.0,Homme,fondamental,célibataire,Rural,Groupe 5,Voiture,Rabat-Salé-Kénitra,CDI,arab
67.0,45.0,44559.0,Femme,fondamental,marié,Rural,Groupe 1,Terrain,Béni Mellal-Khénifra,sans contrat,amazigh
26.0,26.0,9628.0,Femme,supérieur,marié,Rural,Groupe 6,Logement,Béni Mellal-Khénifra,CDI,amazigh
60.0,14.0,24142.0,Homme,secondaire,veuf,Urbain,Groupe 4,Voiture,Casablanca-Settat,CDI,arab
21.0,16.0,11481.0,Femme,secondaire,marié,Urbain,Groupe 6,Logement,Fès-Meknès,CDI,amazigh
59.0,34.0,29331.0,Homme,sans niveau,marié,Urbain,Groupe 4,Voiture,Marrakech-Safi,CDI,arab
18.0,16.0,17416.0,Femme,sans niveau,marié,Urbain,Groupe 3,Aucun,Guelmim-Oued Noun,CDD,arab
51.0,45.0,21489.0,Femme,fondamental,divorcé,Urbain,Groupe 5,Logement,Tanger-Tétouan-Al Hoceïma,CDI,arab
58.0,37.0,14737.0,Femme,fondamental,marié,Rural,Groupe 4,Aucun,Drâa-Tafilalet,CDD,arab
43.0,44.0,15611.0,Femme,secondaire,marié,Urbain,Groupe 6,Aucun,Souss-Massa,CDI,arab
35.0,46.0,88113.0,Homme,supérieur,célibataire,Urbain,Groupe 1,Voiture,Béni Mellal-Khénifra,CDD,amazigh
33.0,26.0,39210.0,Homme,sans niveau,célibataire,Urbain,Groupe 2,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab
40.0,21.0,26777.0,Homme,secondaire,marié,Rural,Groupe 2,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,amazigh
63.0,35.0,22533.0,Homme,supérieur,marié,Rural,Groupe 3,Aucun,Béni Mellal-Khénifra,CDI,amazigh
53.0,45.0,16419.0,Homme,sans niveau,marié,Urbain,Groupe 6,Terrain,Rabat-Salé-Kénitra,CDD,arab
43.0,22.0,17940.0,Homme,fondamental,marié,Urbain,Groupe 4,Terrain,Souss-Massa,CDD,arab
19.0,46.0,15055.0,Femme,secondaire,célibataire,Urbain,Groupe 6,Aucun,Guelmim-Oued Noun,sans contrat,amazigh
61.0,17.0,9346.0,Homme,supérieur,marié,Rural,Groupe 6,Logement,Drâa-Tafilalet,CDD,amazigh
69.0,4.0,14895.0,Homme,supérieur,célibataire,Urbain,Groupe 6,Voiture,Guelmim-Oued Noun,sans contrat,arab
22.0,46.0,17416.0,Homme,sans niveau,marié,Urbain,Groupe 6,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab
46.0,33.0,15119.0,Homme,secondaire,célibataire,Rural,Groupe 5,Logement,Marrakech-Safi,CDI,arab
21.0,28.0,46556.0,Homme,fondamental,marié,Urbain,Groupe 1,Aucun,Laâyoune-Sakia El Hamra,CDD,arab
64.0,5.0,12012.0,Homme,fondamental,marié,Urbain,Groupe 5,Terrain,Rabat-Salé-Kénitra,CDD,arab
52.0,24.0,24772.0,Homme,secondaire,marié,Urbain,Groupe 4,Logement,Casablanca-Settat,sans contrat,arab
39.0,19.0,19892.0,Homme,secondaire,célibataire,Urbain,Groupe 5,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab
66.0,1.0,7571.0,Femme,fondamental,célibataire,Urbain,Groupe 6,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab
25.0,10.0,24356.0,Homme,fondamental,marié,Urbain,Groupe 2,Aucun,Béni Mellal-Khénifra,sans contrat,arab
61.0,10.0,7973.0,Femme,fondamental,marié,Rural,Groupe 4,Terrain,Fès-Meknès,CDI,arab
38.0,4.0,6931.0,Homme,sans niveau,marié,Rural,Groupe 4,Aucun,Marrakech-Safi,sans contrat,arab
25.0,49.0,16314.0,Homme,secondaire,célibataire,Urbain,Groupe 6,Aucun,Guelmim-Oued Noun,CDD,arab
69.0,49.0,31527.0,Homme,supérieur,marié,Rural,Groupe 3,Logement,Fès-Meknès,CDD,arab
69.0,33.0,32268.0,Homme,sans niveau,divorcé,Urbain,Groupe 3,Logement,Laâyoune-Sakia El Hamra,CDD,arab
22.0,37.0,60870.0,Homme,secondaire,veuf,Urbain,Groupe 1,Aucun,Drâa-Tafilalet,CDI,arab
38.0,14.0,14677.0,Homme,fondamental,marié,Urbain,Groupe 4,Aucun,L’Oriental,CDD,arab
44.0,8.0,20669.0,Homme,sans niveau,marié,Urbain,Groupe 3,Logement,Dakhla-Oued Ed-Dahab,CDI,arab
55.0,37.0,33200.0,Homme,sans niveau,célibataire,Rural,Groupe 2,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab
22.0,47.0,42646.0,Femme,fondamental,marié,Urbain,Groupe 2,Aucun,Laâyoune-Sakia El Hamra,CDD,amazigh
38.0,38.0,14223.0,Femme,fondamental,marié,Rural,Groupe 4,Aucun,Guelmim-Oued Noun,sans contrat,arab
25.0,3.0,8173.0,Femme,sans niveau,célibataire,Urbain,Groupe 6,Voiture,Guelmim-Oued Noun,CDD,arab
39.0,47.0,48661.0,Homme,fondamental,veuf,Rural,Groupe 1,Logement,Souss-Massa,sans contrat,arab
35.0,13.0,30892.0,Homme,fondamental,marié,Urbain,Groupe 2,Terrain,Souss-Massa,CDI,arab
21.0,17.0,34239.0,Homme,supérieur,célibataire,Urbain,Groupe 3,Voiture,Casablanca-Settat,CDI,arab
21.0,25.0,51272.0,Femme,sans niveau,célibataire,Urbain,Groupe 1,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
54.0,2.0,15337.0,Femme,secondaire,célibataire,Rural,Groupe 2,Terrain,Fès-Meknès,CDD,arab
32.0,15.0,13637.0,Homme,sans niveau,célibataire,Urbain,Groupe 5,Aucun,Drâa-Tafilalet,CDD,arab
55.0,12.0,37078.0,Femme,sans niveau,veuf,Urbain,Groupe 2,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab
44.0,24.0,18673.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Terrain,Fès-Meknès,CDI,arab
38.0,37.0,33057.0,Homme,sans niveau,célibataire,Rural,Groupe 2,Logement,Laâyoune-Sakia El Hamra,sans contrat,amazigh
65.0,45.0,15419.0,Femme,sans niveau,marié,Rural,Groupe 5,Terrain,Guelmim-Oued Noun,CDI,arab
63.0,27.0,10807.0,Femme,sans niveau,célibataire,Rural,Groupe 5,Aucun,Guelmim-Oued Noun,CDD,arab
63.0,38.0,24768.0,Homme,sans niveau,marié,Urbain,Groupe 4,Logement,Guelmim-Oued Noun,sans contrat,arab
65.0,28.0,22313.0,Femme,secondaire,marié,Urbain,Groupe 4,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab
21.0,36.0,58754.0,Homme,fondamental,célibataire,Urbain,Groupe 1,Voiture,Guelmim-Oued Noun,CDD,amazigh
28.0,18.0,9817.0,Homme,fondamental,célibataire,Urbain,Groupe 6,Terrain,Souss-Massa,sans contrat,arab
36.0,3.0,4166.0,Femme,sans niveau,célibataire,Rural,Groupe 6,Logement,Souss-Massa,CDI,arab
36.0,40.0,50723.0,Homme,sans niveau,marié,Urbain,Groupe 2,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab
44.0,11.0,11721.0,Femme,fondamental,marié,Urbain,Groupe 5,Aucun,L’Oriental,CDD,arab
57.0,45.0,36683.0,Femme,supérieur,marié,Urbain,Groupe 4,Logement,Guelmim-Oued Noun,sans contrat,amazigh
59.0,1.0,4654.0,Homme,fondamental,marié,Rural,Groupe 6,Voiture,Fès-Meknès,CDI,amazigh
45.0,8.0,19158.0,Femme,sans niveau,célibataire,Urbain,Groupe 3,Logement,Béni Mellal-Khénifra,CDI,arab
22.0,24.0,39315.0,Homme,sans niveau,marié,Urbain,Groupe 2,Logement,Tanger-Tétouan-Al Hoceïma,CDD,amazigh
65.0,33.0,20215.0,Femme,sans niveau,marié,Urbain,Groupe 5,Voiture,Drâa-Tafilalet,sans contrat,amazigh
42.0,32.0,58949.0,Homme,fondamental,marié,Urbain,Groupe 1,Voiture,Casablanca-Settat,sans contrat,amazigh
20.0,23.0,45479.0,Homme,secondaire,marié,Urbain,Groupe 2,Voiture,Rabat-Salé-Kénitra,CDD,arab
43.0,39.0,42885.0,Homme,fondamental,marié,Urbain,Groupe 2,Aucun,Fès-Meknès,CDD,amazigh
27.0,7.0,4423.0,Homme,fondamental,célibataire,Rural,Groupe 6,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab
41.0,15.0,19967.0,Homme,secondaire,marié,Urbain,Groupe 4,Terrain,Rabat-Salé-Kénitra,sans contrat,arab
46.0,17.0,13130.0,Homme,sans niveau,marié,Rural,Groupe 3,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,amazigh
62.0,6.0,43251.0,Homme,sans niveau,divorcé,Urbain,Groupe 1,Logement,Drâa-Tafilalet,sans contrat,arab
24.0,45.0,68935.0,Homme,secondaire,marié,Urbain,Groupe 1,Terrain,Rabat-Salé-Kénitra,CDD,arab
61.0,42.0,16248.0,Femme,fondamental,célibataire,Rural,Groupe 4,Terrain,Rabat-Salé-Kénitra,sans contrat,arab
40.0,16.0,13771.0,Femme,fondamental,marié,Urbain,Groupe 5,Logement,Fès-Meknès,CDI,arab
63.0,10.0,34534.0,Femme,secondaire,célibataire,Urbain,Groupe 2,Aucun,Souss-Massa,sans contrat,arab
44.0,3.0,17416.0,Femme,sans niveau,marié,Rural,Groupe 3,Terrain,Laâyoune-Sakia El Hamra,CDI,arab
59.0,42.0,11004.0,Femme,fondamental,marié,Rural,Groupe 6,Logement,Souss-Massa,CDD,arab
26.0,30.0,29780.0,Femme,secondaire,célibataire,Rural,Groupe 2,Logement,Rabat-Salé-Kénitra,CDD,arab
61.0,34.0,14179.0,Femme,fondamental,marié,Rural,Groupe 4,Terrain,Béni Mellal-Khénifra,sans contrat,arab
20.0,4.0,8351.0,Femme,sans niveau,marié,Urbain,Groupe 6,Voiture,Rabat-Salé-Kénitra,CDD,arab
30.0,36.0,15827.0,Homme,supérieur,marié,Rural,Groupe 5,Terrain,Souss-Massa,sans contrat,arab
23.0,40.0,21763.0,Femme,secondaire,marié,Urbain,Groupe 5,Logement,Casablanca-Settat,CDD,arab
55.0,6.0,19431.0,Femme,secondaire,marié,Urbain,Groupe 4,Voiture,Marrakech-Safi,CDI,arab
38.0,28.0,14965.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Aucun,Laâyoune-Sakia El Hamra,CDD,arab
36.0,6.0,15947.0,Femme,supérieur,célibataire,Urbain,Groupe 5,Aucun,Béni Mellal-Khénifra,CDI,arab
42.0,48.0,28740.0,Homme,fondamental,marié,Urbain,Groupe 4,Logement,Béni Mellal-Khénifra,sans contrat,amazigh
56.0,34.0,16615.0,Homme,secondaire,marié,Rural,Groupe 5,Voiture,Marrakech-Safi,sans contrat,arab
21.0,11.0,17416.0,Femme,sans niveau,marié,Rural,Groupe 1,Terrain,Guelmim-Oued Noun,CDI,arab
39.0,18.0,15269.0,Femme,sans niveau,veuf,Urbain,Groupe 5,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab
