Identifiant,Âge,Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Années d'expérience,Possession de biens,Région,Type de contrat,Langue maternelle,Revenu annuel (DH),Âge doublé,Revenu approximatif,Code aléatoire
26967,55,Femme,fondamental,marié,Urbain,Groupe 5,41,Terrain,Fès-Meknès,CDI,arab,19900.0,110,32000.0,W000
25520,63,Homme,secondaire,marié,Urbain,Groupe 4,16,Terrain,Béni Mellal-Khénifra,CDD,arab,20717.0,126,34000.0,Z789
8235,21,Femme,fondamental,marié,Urbain,Groupe 3,28,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab,23669.0,42,38000.0,Y456
11564,62,Homme,sans niveau,marié,Urbain,Groupe 5,33,Aucun,Drâa-Tafilalet,CDI,arab,18625.0,124,30000.0,Z789
27599,27,Femme,sans niveau,célibataire,Urbain,Groupe 3,6,Terrain,Guelmim-Oued Noun,CDI,arab,15896.0,54,26000.0,W000
11557,69,Femme,sans niveau,célibataire,Rural,Groupe 6,2,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab,4065.0,138,7000.0,W000
16354,63,Femme,sans niveau,marié,Rural,Groupe 2,28,Voiture,Guelmim-Oued Noun,CDD,arab,27161.0,126,44000.0,W000
21637,47,Femme,secondaire,marié,Urbain,Groupe 2,32,Logement,Marrakech-Safi,sans contrat,arab,49300.0,94,75000.0,W000
32780,55,Femme,fondamental,célibataire,Rural,Groupe 1,46,Aucun,Drâa-Tafilalet,CDD,arab,44098.0,110,68000.0,Y456
4761,69,Femme,fondamental,marié,Urbain,Groupe 2,28,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab,37772.0,138,56000.0,W000
1178,50,Homme,secondaire,célibataire,Urbain,Groupe 4,17,Aucun,L’Oriental,sans contrat,amazigh,20562.0,100,33000.0,Z789
31349,65,Femme,fondamental,célibataire,Rural,Groupe 6,10,Logement,Drâa-Tafilalet,CDI,arab,5221.0,130,8000.0,W000
26524,65,Homme,sans niveau,marié,Urbain,Groupe 6,28,Aucun,Drâa-Tafilalet,CDI,arab,12534.0,130,20000.0,Z789
35632,66,Femme,sans niveau,marié,Urbain,Groupe 2,27,Aucun,Béni Mellal-Khénifra,CDD,arab,37897.0,132,57000.0,X123
6472,22,Femme,sans niveau,célibataire,Rural,Groupe 5,47,Terrain,Béni Mellal-Khénifra,CDI,arab,15290.0,44,25000.0,X123
28442,66,Homme,secondaire,divorcé,Urbain,Groupe 5,37,Terrain,Fès-Meknès,CDI,arab,22879.0,132,37000.0,Z789
22613,22,Homme,sans niveau,marié,Urbain,Groupe 6,24,Voiture,Drâa-Tafilalet,sans contrat,arab,12655.0,44,21000.0,Z789
12041,65,Femme,secondaire,marié,Rural,Groupe 5,28,Terrain,Drâa-Tafilalet,CDD,arab,12620.0,130,20000.0,W000
35758,49,Femme,sans niveau,célibataire,Urbain,Groupe 6,18,Voiture,Rabat-Salé-Kénitra,sans contrat,arab,12039.0,98,20000.0,X123
25538,27,Femme,sans niveau,marié,Urbain,Groupe 3,41,Voiture,Fès-Meknès,sans contrat,arab,32799.0,54,48000.0,W000
11208,26,Homme,sans niveau,marié,Rural,Groupe 5,6,Voiture,Rabat-Salé-Kénitra,CDI,arab,7096.0,52,12000.0,Y456
14438,67,Homme,sans niveau,marié,Urbain,Groupe 2,21,Terrain,Souss-Massa,sans contrat,arab,39088.0,134,59000.0,W000
22444,44,Homme,supérieur,marié,Urbain,Groupe 6,44,Terrain,Guelmim-Oued Noun,sans contrat,arab,19968.0,88,32000.0,X123
31011,27,Homme,fondamental,divorcé,Urbain,Groupe 4,6,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab,13805.0,54,22000.0,W000
28145,33,Femme,secondaire,marié,Urbain,Groupe 5,48,Aucun,Souss-Massa,sans contrat,arab,21787.0,66,35000.0,X123
8928,33,Homme,sans niveau,célibataire,Urbain,Groupe 2,5,Logement,Drâa-Tafilalet,CDD,arab,30268.0,66,44000.0,Y456
17825,60,Femme,secondaire,célibataire,Urbain,Groupe 6,37,Terrain,Rabat-Salé-Kénitra,CDI,arab,16447.0,120,27000.0,Z789
31325,41,Homme,fondamental,célibataire,Rural,Groupe 4,17,Terrain,Drâa-Tafilalet,CDD,arab,10147.0,82,16000.0,X123
35644,66,Homme,sans niveau,marié,Rural,Groupe 1,48,Aucun,Drâa-Tafilalet,sans contrat,arab,47230.0,132,73000.0,Z789
12179,30,Homme,supérieur,célibataire,Rural,Groupe 5,37,Aucun,Marrakech-Safi,CDD,arab,15289.0,60,25000.0,X123
9109,19,Homme,secondaire,célibataire,Urbain,Groupe 3,24,Aucun,Souss-Massa,sans contrat,arab,24933.0,38,40000.0,X123
34959,32,Femme,sans niveau,célibataire,Urbain,Groupe 3,12,Voiture,Rabat-Salé-Kénitra,CDI,arab,19788.0,64,32000.0,Y456
37575,32,Femme,sans niveau,marié,Rural,Groupe 4,45,Voiture,Béni Mellal-Khénifra,CDI,amazigh,18669.0,64,30000.0,X123
27724,37,Femme,sans niveau,marié,Rural,Groupe 6,4,Aucun,Béni Mellal-Khénifra,CDD,amazigh,3967.0,74,6000.0,W000
23617,27,Femme,fondamental,marié,Urbain,Groupe 2,2,Logement,L’Oriental,CDD,arab,20754.0,54,34000.0,W000
3727,58,Femme,sans niveau,célibataire,Urbain,Groupe 2,40,Logement,Souss-Massa,CDI,arab,50366.0,116,77000.0,W000
26201,31,Homme,sans niveau,marié,Urbain,Groupe 6,49,Logement,Marrakech-Safi,CDD,arab,16405.0,62,27000.0,W000
1368,33,Homme,secondaire,célibataire,Rural,Groupe 4,7,Aucun,Rabat-Salé-Kénitra,sans contrat,arab,8580.0,66,14000.0,Y456
3713,60,Femme,sans niveau,marié,Urbain,Groupe 5,47,Logement,Fès-Meknès,CDD,arab,23934.0,120,39000.0,Z789
38219,47,Homme,fondamental,célibataire,Urbain,Groupe 1,20,Voiture,Casablanca-Settat,CDI,amazigh,51714.0,94,79000.0,Z789
17773,60,Homme,sans niveau,marié,Urbain,Groupe 5,6,Voiture,Fès-Meknès,CDI,arab,16199.0,120,26000.0,X123
25427,37,Femme,fondamental,marié,Urbain,Groupe 1,20,Aucun,Béni Mellal-Khénifra,sans contrat,amazigh,40634.0,74,61000.0,X123
33769,45,Homme,secondaire,marié,Rural,Groupe 5,42,Voiture,Guelmim-Oued Noun,sans contrat,amazigh,17980.0,90,29000.0,W000
31117,65,Homme,fondamental,marié,Rural,Groupe 2,42,Logement,Laâyoune-Sakia El Hamra,CDI,arab,34974.0,130,54000.0,Y456
7762,31,Homme,sans niveau,marié,Urbain,Groupe 4,26,Aucun,Drâa-Tafilalet,CDD,arab,18197.0,62,30000.0,Y456
36322,46,Femme,fondamental,marié,Rural,Groupe 5,29,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,arab,12388.0,92,20000.0,Y456
4115,63,Homme,secondaire,marié,Urbain,Groupe 1,22,Logement,Fès-Meknès,sans contrat,arab,61324.0,126,95000.0,W000
26214,47,Homme,sans niveau,marié,Urbain,Groupe 4,17,Aucun,Marrakech-Safi,sans contrat,arab,17541.0,94,28000.0,Z789
1668,66,Homme,fondamental,marié,Urbain,Groupe 6,44,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab,14174.0,132,23000.0,W000
29166,53,Homme,sans niveau,marié,Urbain,Groupe 5,10,Logement,Rabat-Salé-Kénitra,CDD,arab,15787.0,106,26000.0,Y456
35942,54,Homme,fondamental,marié,Rural,Groupe 6,32,Voiture,Fès-Meknès,sans contrat,arab,9991.0,108,16000.0,Y456
25924,44,Femme,sans niveau,veuf,Rural,Groupe 4,4,Voiture,Drâa-Tafilalet,CDI,arab,7640.0,88,12000.0,Z789
489,26,Femme,sans niveau,marié,Urbain,Groupe 4,9,Logement,Drâa-Tafilalet,CDD,arab,14135.0,52,23000.0,Y456
19615,35,Homme,sans niveau,marié,Urbain,Groupe 1,9,Terrain,Marrakech-Safi,sans contrat,amazigh,40802.0,70,61000.0,X123
27209,49,Homme,secondaire,marié,Urbain,Groupe 6,28,Voiture,L’Oriental,sans contrat,arab,16642.0,98,27000.0,X123
6925,54,Homme,sans niveau,marié,Rural,Groupe 4,43,Aucun,Drâa-Tafilalet,CDD,arab,17278.0,108,28000.0,X123
21593,20,Homme,fondamental,marié,Rural,Groupe 5,31,Aucun,Béni Mellal-Khénifra,CDI,arab,11069.0,40,18000.0,X123
7849,29,Homme,sans niveau,marié,Rural,Groupe 2,15,Terrain,Laâyoune-Sakia El Hamra,CDI,arab,18247.0,58,30000.0,W000
5705,54,Homme,fondamental,marié,Urbain,Groupe 5,9,Terrain,Rabat-Salé-Kénitra,sans contrat,arab,13642.0,108,22000.0,Y456
17088,50,Homme,fondamental,marié,Rural,Groupe 6,44,Aucun,Drâa-Tafilalet,CDD,amazigh,10430.0,100,17000.0,X123
37874,23,Homme,sans niveau,marié,Urbain,Groupe 5,45,Logement,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,21925.0,46,36000.0,Y456
4034,31,Homme,secondaire,marié,Rural,Groupe 4,32,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab,16819.0,62,27000.0,X123
36060,38,Femme,sans niveau,veuf,Rural,Groupe 5,39,Voiture,Laâyoune-Sakia El Hamra,sans contrat,amazigh,15103.0,76,25000.0,W000
8126,26,Femme,fondamental,marié,Rural,Groupe 5,49,Logement,Béni Mellal-Khénifra,CDI,amazigh,16004.0,52,26000.0,Y456
26985,38,Homme,sans niveau,célibataire,Urbain,Groupe 5,3,Terrain,Marrakech-Safi,sans contrat,arab,12142.0,76,20000.0,Y456
13381,36,Femme,supérieur,célibataire,Urbain,Groupe 5,27,Aucun,Fès-Meknès,CDI,arab,20472.0,72,33000.0,Y456
39662,48,Homme,fondamental,célibataire,Urbain,Groupe 2,17,Voiture,Drâa-Tafilalet,CDI,arab,38132.0,96,57000.0,Z789
13599,25,Femme,secondaire,marié,Urbain,Groupe 6,4,Voiture,Casablanca-Settat,sans contrat,arab,9879.0,50,16000.0,Z789
38423,42,Homme,fondamental,marié,Urbain,Groupe 4,24,Voiture,L’Oriental,CDD,arab,20113.0,84,33000.0,Y456
39021,41,Homme,sans niveau,marié,Urbain,Groupe 1,20,Aucun,Marrakech-Safi,sans contrat,arab,47236.0,82,72000.0,X123
30660,57,Homme,sans niveau,marié,Urbain,Groupe 6,46,Logement,Fès-Meknès,CDI,amazigh,17639.0,114,29000.0,W000
37209,36,Homme,fondamental,célibataire,Rural,Groupe 2,5,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,amazigh,12186.0,72,20000.0,Z789
29260,22,Homme,secondaire,marié,Rural,Groupe 4,11,Logement,Souss-Massa,sans contrat,amazigh,10338.0,44,17000.0,Z789
38846,68,Femme,fondamental,veuf,Urbain,Groupe 5,9,Logement,Casablanca-Settat,sans contrat,arab,12496.0,136,20000.0,Z789
39256,25,Homme,secondaire,marié,Urbain,Groupe 3,42,Aucun,Casablanca-Settat,CDI,arab,33474.0,50,49000.0,Y456
39401,52,Homme,fondamental,marié,Urbain,Groupe 4,24,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,21122.0,104,34000.0,W000
24090,65,Femme,supérieur,marié,Rural,Groupe 6,25,Logement,Guelmim-Oued Noun,CDI,amazigh,10112.0,130,16000.0,Z789
15505,21,Homme,sans niveau,marié,Rural,Groupe 5,37,Logement,L’Oriental,CDD,arab,14135.0,42,23000.0,Z789
28626,28,Homme,sans niveau,marié,Rural,Groupe 4,22,Terrain,Fès-Meknès,sans contrat,arab,11542.0,56,19000.0,Y456
22474,37,Homme,sans niveau,célibataire,Rural,Groupe 5,20,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab,10892.0,74,18000.0,X123
15578,19,Homme,sans niveau,marié,Urbain,Groupe 4,25,Logement,Laâyoune-Sakia El Hamra,CDD,arab,19639.0,38,32000.0,W000
38007,43,Homme,sans niveau,marié,Urbain,Groupe 2,2,Terrain,Drâa-Tafilalet,sans contrat,arab,29493.0,86,43000.0,W000
39072,38,Femme,fondamental,célibataire,Rural,Groupe 5,46,Terrain,Marrakech-Safi,CDD,arab,14877.0,76,24000.0,X123
13670,57,Homme,sans niveau,célibataire,Urbain,Groupe 5,5,Logement,Marrakech-Safi,sans contrat,amazigh,14976.0,114,24000.0,W000
23197,68,Femme,sans niveau,marié,Urbain,Groupe 3,2,Voiture,L’Oriental,CDD,amazigh,17904.0,136,29000.0,W000
10226,27,Femme,fondamental,célibataire,Urbain,Groupe 6,21,Aucun,Rabat-Salé-Kénitra,CDD,amazigh,9213.0,54,15000.0,X123
4471,69,Homme,secondaire,veuf,Rural,Groupe 4,32,Aucun,Rabat-Salé-Kénitra,sans contrat,arab,15406.0,138,25000.0,X123
17276,46,Femme,fondamental,marié,Rural,Groupe 5,44,Aucun,Béni Mellal-Khénifra,CDI,arab,14004.0,92,23000.0,X123
1970,23,Homme,fondamental,marié,Rural,Groupe 5,22,Voiture,L’Oriental,CDD,arab,10500.0,46,17000.0,Y456
12596,25,Femme,fondamental,célibataire,Urbain,Groupe 5,0,Logement,Béni Mellal-Khénifra,sans contrat,arab,9211.0,50,15000.0,W000
32557,49,Femme,secondaire,marié,Urbain,Groupe 5,38,Voiture,Laâyoune-Sakia El Hamra,CDD,arab,24289.0,98,39000.0,Z789
22912,53,Homme,secondaire,célibataire,Rural,Groupe 4,33,Voiture,Rabat-Salé-Kénitra,CDD,amazigh,18513.0,106,30000.0,Y456
12116,22,Homme,fondamental,marié,Urbain,Groupe 4,37,Voiture,Rabat-Salé-Kénitra,CDD,amazigh,22585.0,44,37000.0,W000
13606,37,Femme,secondaire,marié,Urbain,Groupe 5,27,Logement,Béni Mellal-Khénifra,CDI,amazigh,19398.0,74,32000.0,W000
9111,26,Homme,secondaire,marié,Rural,Groupe 4,13,Logement,Casablanca-Settat,CDD,arab,10880.0,52,18000.0,X123
3250,61,Femme,sans niveau,marié,Urbain,Groupe 3,40,Aucun,Souss-Massa,sans contrat,amazigh,30267.0,122,44000.0,Z789
6571,54,Femme,fondamental,marié,Urbain,Groupe 5,14,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,14372.0,108,23000.0,Y456
6639,53,Homme,sans niveau,marié,Urbain,Groupe 6,43,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab,16096.0,106,26000.0,Z789
15399,56,Femme,sans niveau,célibataire,Urbain,Groupe 6,33,Voiture,Drâa-Tafilalet,sans contrat,amazigh,15140.0,112,25000.0,Y456
23858,55,Homme,secondaire,marié,Urbain,Groupe 3,6,Terrain,Marrakech-Safi,CDD,arab,24200.0,110,39000.0,Y456
126,29,Homme,sans niveau,marié,Rural,Groupe 5,5,Voiture,Souss-Massa,CDD,arab,6848.0,58,11000.0,Z789
38139,36,Homme,sans niveau,célibataire,Urbain,Groupe 4,15,Aucun,Rabat-Salé-Kénitra,CDI,arab,15976.0,72,26000.0,X123
1240,68,Femme,fondamental,marié,Urbain,Groupe 5,36,Logement,L’Oriental,CDD,arab,18896.0,136,31000.0,Y456
35058,52,Homme,fondamental,veuf,Rural,Groupe 5,2,Terrain,Béni Mellal-Khénifra,CDD,amazigh,5907.0,104,10000.0,W000
25612,46,Homme,fondamental,marié,Rural,Groupe 2,29,Aucun,Béni Mellal-Khénifra,CDD,arab,24052.0,92,39000.0,W000
33998,54,Homme,supérieur,célibataire,Urbain,Groupe 5,11,Logement,Laâyoune-Sakia El Hamra,CDD,amazigh,22872.0,108,37000.0,X123
9201,49,Femme,sans niveau,célibataire,Urbain,Groupe 6,28,Logement,Béni Mellal-Khénifra,CDI,arab,13208.0,98,21000.0,W000
29857,64,Homme,fondamental,marié,Urbain,Groupe 6,49,Terrain,Guelmim-Oued Noun,CDD,arab,15691.0,128,25000.0,X123
37947,50,Femme,fondamental,célibataire,Urbain,Groupe 6,6,Terrain,Guelmim-Oued Noun,CDD,arab,8297.0,100,13000.0,X123
28405,32,Femme,fondamental,marié,Urbain,Groupe 5,2,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,10286.0,64,17000.0,W000
10725,32,Femme,sans niveau,marié,Rural,Groupe 6,4,Voiture,Laâyoune-Sakia El Hamra,sans contrat,amazigh,4411.0,64,7000.0,Z789
20678,25,Homme,sans niveau,marié,Rural,Groupe 5,5,Terrain,Fès-Meknès,sans contrat,arab,6253.0,50,10000.0,Y456
1059,20,Femme,sans niveau,marié,Rural,Groupe 4,16,Terrain,L’Oriental,sans contrat,amazigh,9458.0,40,15000.0,Z789
15361,57,Homme,fondamental,marié,Urbain,Groupe 5,29,Voiture,Marrakech-Safi,sans contrat,arab,20163.0,114,33000.0,Z789
27421,64,Homme,fondamental,marié,Urbain,Groupe 1,2,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab,35382.0,128,53000.0,W000
282,42,Femme,sans niveau,marié,Urbain,Groupe 4,14,Logement,Casablanca-Settat,sans contrat,amazigh,16659.0,84,27000.0,W000
25620,44,Femme,supérieur,marié,Rural,Groupe 5,48,Terrain,Fès-Meknès,CDD,amazigh,18659.0,88,30000.0,W000
25893,63,Homme,fondamental,marié,Urbain,Groupe 6,0,Voiture,Fès-Meknès,CDI,arab,8512.0,126,14000.0,Y456
969,34,Homme,secondaire,célibataire,Urbain,Groupe 2,40,Terrain,Laâyoune-Sakia El Hamra,CDI,arab,50948.0,68,78000.0,W000
16002,31,Homme,fondamental,célibataire,Urbain,Groupe 4,44,Terrain,Marrakech-Safi,CDI,amazigh,22523.0,62,37000.0,Y456
20338,48,Homme,supérieur,marié,Urbain,Groupe 6,4,Voiture,Fès-Meknès,CDD,arab,15210.0,96,25000.0,X123
34708,38,Homme,secondaire,marié,Urbain,Groupe 4,44,Terrain,Drâa-Tafilalet,CDD,arab,30098.0,76,44000.0,X123
17659,21,Femme,fondamental,célibataire,Urbain,Groupe 5,42,Logement,Laâyoune-Sakia El Hamra,CDI,arab,19167.0,42,31000.0,Y456
620,54,Homme,fondamental,marié,Urbain,Groupe 1,43,Aucun,L’Oriental,CDI,arab,61055.0,108,94000.0,Y456
18310,57,Femme,sans niveau,marié,Urbain,Groupe 4,44,Logement,L’Oriental,sans contrat,amazigh,29248.0,114,43000.0,Y456
1743,25,Femme,supérieur,marié,Rural,Groupe 3,9,Voiture,Casablanca-Settat,CDD,arab,14113.0,50,23000.0,X123
17775,34,Femme,sans niveau,célibataire,Urbain,Groupe 4,48,Aucun,Drâa-Tafilalet,sans contrat,amazigh,22809.0,68,37000.0,Y456
14136,68,Femme,supérieur,marié,Urbain,Groupe 2,40,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh,60327.0,136,93000.0,Y456
26156,68,Homme,sans niveau,célibataire,Urbain,Groupe 2,14,Logement,Dakhla-Oued Ed-Dahab,CDD,arab,37251.0,136,56000.0,W000
9848,31,Femme,supérieur,célibataire,Urbain,Groupe 5,2,Aucun,L’Oriental,CDD,amazigh,14504.0,62,24000.0,W000
36337,30,Homme,secondaire,marié,Urbain,Groupe 5,48,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab,29018.0,60,42000.0,Y456
26929,31,Homme,fondamental,célibataire,Urbain,Groupe 4,36,Aucun,Guelmim-Oued Noun,sans contrat,arab,19481.0,62,32000.0,X123
26789,31,Homme,fondamental,marié,Urbain,Groupe 4,2,Logement,Casablanca-Settat,sans contrat,arab,12218.0,62,20000.0,Z789
15564,49,Homme,sans niveau,marié,Rural,Groupe 1,24,Voiture,Béni Mellal-Khénifra,CDD,arab,37556.0,98,58000.0,Y456
6117,56,Homme,secondaire,marié,Urbain,Groupe 2,24,Logement,Drâa-Tafilalet,CDI,arab,50413.0,112,77000.0,Z789
35947,29,Homme,supérieur,marié,Urbain,Groupe 2,30,Logement,Béni Mellal-Khénifra,CDD,amazigh,54425.0,58,84000.0,Z789
19577,35,Femme,sans niveau,marié,Urbain,Groupe 5,19,Terrain,Drâa-Tafilalet,CDI,arab,14475.0,70,24000.0,Z789
6100,65,Homme,secondaire,célibataire,Urbain,Groupe 5,23,Terrain,Rabat-Salé-Kénitra,CDD,arab,19711.0,130,32000.0,Y456
16960,68,Homme,secondaire,marié,Urbain,Groupe 1,21,Aucun,Rabat-Salé-Kénitra,CDD,arab,55406.0,136,85000.0,Z789
23041,41,Homme,sans niveau,célibataire,Rural,Groupe 4,11,Logement,Guelmim-Oued Noun,sans contrat,arab,9674.0,82,16000.0,Z789
23500,54,Femme,fondamental,marié,Urbain,Groupe 5,49,Aucun,Béni Mellal-Khénifra,CDI,arab,20607.0,108,33000.0,Z789
13995,68,Homme,supérieur,marié,Rural,Groupe 6,44,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,14549.0,136,24000.0,Y456
6277,32,Femme,secondaire,célibataire,Rural,Groupe 4,4,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab,7526.0,64,12000.0,Y456
38988,24,Femme,secondaire,célibataire,Rural,Groupe 2,2,Voiture,Souss-Massa,CDD,arab,14175.0,48,23000.0,W000
11084,46,Femme,sans niveau,marié,Rural,Groupe 2,23,Terrain,Marrakech-Safi,CDI,arab,22458.0,92,36000.0,Z789
5725,63,Femme,sans niveau,marié,Urbain,Groupe 6,28,Voiture,Guelmim-Oued Noun,CDI,arab,13554.0,126,22000.0,W000
10832,44,Femme,supérieur,marié,Urbain,Groupe 2,7,Aucun,Guelmim-Oued Noun,sans contrat,arab,39628.0,88,59000.0,Y456
16654,31,Femme,secondaire,marié,Rural,Groupe 5,26,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,12064.0,62,20000.0,Z789
33398,19,Femme,secondaire,célibataire,Urbain,Groupe 4,46,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab,24088.0,38,39000.0,X123
36143,62,Homme,secondaire,marié,Urbain,Groupe 1,17,Terrain,Marrakech-Safi,sans contrat,arab,55441.0,124,85000.0,X123
12589,63,Homme,fondamental,marié,Urbain,Groupe 1,19,Terrain,Marrakech-Safi,CDI,arab,46371.0,126,70000.0,Z789
32420,65,Femme,sans niveau,divorcé,Urbain,Groupe 4,34,Terrain,Drâa-Tafilalet,CDD,arab,21352.0,130,35000.0,X123
20940,23,Homme,secondaire,marié,Urbain,Groupe 6,6,Logement,Souss-Massa,CDD,arab,10666.0,46,17000.0,Y456
21928,68,Homme,secondaire,célibataire,Urbain,Groupe 5,36,Terrain,Souss-Massa,CDI,arab,22653.0,136,37000.0,Y456
13761,68,Homme,secondaire,marié,Rural,Groupe 2,17,Aucun,Béni Mellal-Khénifra,CDD,arab,21960.0,136,36000.0,Y456
2114,58,Homme,sans niveau,marié,Rural,Groupe 5,21,Voiture,Marrakech-Safi,CDD,arab,12122.0,116,20000.0,Z789
26617,50,Femme,fondamental,marié,Urbain,Groupe 5,38,Aucun,Laâyoune-Sakia El Hamra,CDD,arab,17957.0,100,29000.0,Y456
35985,47,Homme,fondamental,marié,Rural,Groupe 1,13,Logement,Béni Mellal-Khénifra,CDI,amazigh,24555.0,94,40000.0,Z789
3815,33,Homme,supérieur,marié,Rural,Groupe 5,33,Logement,Casablanca-Settat,CDI,arab,16071.0,66,26000.0,Y456
35924,30,Homme,secondaire,célibataire,Urbain,Groupe 5,30,Logement,Drâa-Tafilalet,sans contrat,arab,20621.0,60,33000.0,X123
35047,24,Homme,fondamental,marié,Urbain,Groupe 6,35,Voiture,Fès-Meknès,CDD,arab,13761.0,48,22000.0,Y456
4600,37,Homme,secondaire,célibataire,Rural,Groupe 6,46,Terrain,Marrakech-Safi,sans contrat,arab,12080.0,74,20000.0,Z789
32782,68,Femme,supérieur,marié,Urbain,Groupe 4,43,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,34387.0,136,51000.0,X123
34415,19,Femme,fondamental,célibataire,Urbain,Groupe 4,4,Logement,Rabat-Salé-Kénitra,CDD,arab,11611.0,38,19000.0,W000
29053,60,Homme,sans niveau,marié,Rural,Groupe 5,0,Logement,Marrakech-Safi,CDD,arab,6707.0,120,11000.0,Z789
39128,30,Homme,fondamental,marié,Urbain,Groupe 5,25,Aucun,Rabat-Salé-Kénitra,CDI,arab,14598.0,60,24000.0,X123
35134,25,Femme,secondaire,célibataire,Rural,Groupe 4,12,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,10392.0,50,17000.0,Y456
4649,62,Homme,fondamental,veuf,Urbain,Groupe 6,42,Terrain,Guelmim-Oued Noun,sans contrat,arab,14560.0,124,24000.0,X123
26917,24,Homme,sans niveau,marié,Rural,Groupe 2,23,Logement,Souss-Massa,sans contrat,arab,23179.0,48,38000.0,W000
33143,39,Homme,fondamental,marié,Urbain,Groupe 3,37,Terrain,Casablanca-Settat,sans contrat,arab,29812.0,78,44000.0,Y456
22862,28,Homme,sans niveau,célibataire,Rural,Groupe 5,9,Logement,Fès-Meknès,CDI,arab,7499.0,56,12000.0,Z789
526,43,Femme,secondaire,marié,Rural,Groupe 5,25,Terrain,Souss-Massa,CDD,arab,11849.0,86,19000.0,W000
11562,49,Femme,sans niveau,célibataire,Urbain,Groupe 4,23,Terrain,Marrakech-Safi,sans contrat,amazigh,18880.0,98,31000.0,W000
12766,35,Femme,sans niveau,marié,Rural,Groupe 6,37,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,arab,10343.0,70,17000.0,X123
23280,39,Femme,sans niveau,divorcé,Rural,Groupe 6,22,Aucun,Fès-Meknès,CDD,arab,6791.0,78,11000.0,X123
26724,20,Homme,secondaire,célibataire,Urbain,Groupe 1,13,Logement,Guelmim-Oued Noun,CDD,arab,50404.0,40,77000.0,W000
19976,40,Femme,sans niveau,marié,Urbain,Groupe 5,8,Logement,Béni Mellal-Khénifra,sans contrat,arab,12984.0,80,21000.0,Y456
27491,26,Femme,secondaire,marié,Urbain,Groupe 6,49,Logement,Marrakech-Safi,sans contrat,arab,17068.0,52,28000.0,W000
19343,24,Homme,fondamental,marié,Rural,Groupe 1,1,Logement,Drâa-Tafilalet,sans contrat,amazigh,14474.0,48,24000.0,Z789
33298,65,Homme,fondamental,marié,Urbain,Groupe 2,23,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,arab,40750.0,130,61000.0,Z789
21117,18,Homme,secondaire,marié,Urbain,Groupe 2,31,Voiture,Béni Mellal-Khénifra,CDD,arab,49727.0,36,76000.0,X123
17779,63,Femme,fondamental,veuf,Urbain,Groupe 6,2,Logement,Souss-Massa,CDD,arab,7741.0,126,13000.0,X123
29427,56,Homme,sans niveau,marié,Urbain,Groupe 4,35,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab,22851.0,112,37000.0,Y456
12202,36,Femme,sans niveau,veuf,Rural,Groupe 4,24,Voiture,Guelmim-Oued Noun,CDD,arab,12916.0,72,21000.0,X123
11172,31,Femme,sans niveau,marié,Urbain,Groupe 3,7,Terrain,L’Oriental,sans contrat,amazigh,16335.0,62,27000.0,Y456
26018,67,Femme,supérieur,marié,Urbain,Groupe 4,7,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab,20651.0,134,34000.0,X123
26959,34,Homme,sans niveau,célibataire,Urbain,Groupe 4,15,Terrain,Marrakech-Safi,CDD,arab,16570.0,68,27000.0,X123
12004,22,Femme,secondaire,marié,Urbain,Groupe 4,12,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,17287.0,44,28000.0,X123
22016,63,Femme,supérieur,marié,Rural,Groupe 2,27,Terrain,Marrakech-Safi,sans contrat,arab,31927.0,126,49000.0,X123
31586,43,Homme,secondaire,marié,Urbain,Groupe 5,23,Logement,L’Oriental,CDI,arab,20425.0,86,33000.0,X123
31861,58,Homme,sans niveau,marié,Rural,Groupe 5,9,Voiture,Béni Mellal-Khénifra,CDI,arab,9148.0,116,15000.0,Y456
